equipment_id,maintenance_date,maintenance_type,technician,actions_taken,parts_used,duration_hours
CF-003,2024-03-18,Preventive,Emma Thompson,Control system check,None,1.3
CF-003,2024-03-24,Preventive,David Kim,Electrical connection inspection,None,1.0
CF-003,2024-04-22,Preventive,David Kim,Fan blade balancing,Balancing weights,2.6
CF-003,2024-05-03,Corrective,Priya Patel,Motor bearing replacement,Bearings;Grease,3.9
CF-003,2024-05-15,Preventive,David Kim,Control system check,None,1.1
CF-003,2024-05-20,Corrective,Michael O'Brien,Control system check,None,1.0
CF-003,2024-07-06,Preventive,Sarah Chen,Belt replacement and tensioning,V-belt,1.3
CF-003,2024-07-11,Predictive,Priya Patel,Control system check,None,0.8
CF-003,2024-07-12,Preventive,Carlos Rodriguez,Motor bearing replacement,Bearings;Grease,3.2
CF-003,2024-07-19,Preventive,James Wilson,Belt replacement and tensioning,V-belt,1.6
CF-003,2024-07-24,Preventive,Carlos Rodriguez,Fan housing cleaning,Cleaning solution,2.1
CF-003,2024-07-27,Corrective,Michael O'Brien,Fan housing cleaning,Cleaning solution,2.5
CF-003,2024-08-02,Preventive,Emma Thompson,Vibration analysis,None,0.4
CF-003,2024-08-17,Preventive,David Kim,Fan housing cleaning,Cleaning solution,2.2
CF-003,2024-08-20,Preventive,Priya Patel,Belt replacement and tensioning,V-belt,1.2
CF-003,2024-09-03,Preventive,Sarah Chen,Control system check,None,1.3
CF-003,2024-09-13,Preventive,James Wilson,Motor bearing replacement,Bearings;Grease,3.4
CF-003,2024-09-23,Preventive,Michael O'Brien,Electrical connection inspection,None,0.9
CF-003,2024-09-28,Preventive,Carlos Rodriguez,Belt replacement and tensioning,V-belt,1.7
CF-003,2024-09-28,Corrective,James Wilson,Fan housing cleaning,Cleaning solution,2.2
CF-003,2024-10-02,Preventive,Michael O'Brien,Motor bearing replacement,Bearings;Grease,4.5
CF-003,2024-10-14,Preventive,Priya Patel,Motor bearing replacement,Bearings;Grease,3.2
CF-003,2024-10-17,Preventive,Michael O'Brien,Electrical connection inspection,None,1.1
CF-003,2024-10-19,Preventive,Carlos Rodriguez,Motor bearing replacement,Bearings;Grease,3.3
CF-003,2024-10-30,Preventive,Emma Thompson,Electrical connection inspection,None,0.9
CF-003,2024-11-07,Corrective,James Wilson,Vibration analysis,None,0.6
CF-003,2024-11-16,Preventive,Sarah Chen,Fan blade balancing,Balancing weights,1.8
CF-003,2024-11-23,Emergency,Sarah Chen,Fan blade balancing,Balancing weights,2.0
CF-003,2024-12-25,Preventive,Sarah Chen,Belt replacement and tensioning,V-belt,1.4
CF-003,2025-01-07,Preventive,Carlos Rodriguez,Belt replacement and tensioning,V-belt,1.3
CF-003,2025-01-07,Corrective,Sarah Chen,Vibration analysis,None,0.6
CF-003,2025-01-14,Preventive,Priya Patel,Electrical connection inspection,None,0.9
CF-003,2025-01-18,Corrective,Sarah Chen,Fan housing cleaning,Cleaning solution,1.7
CF-003,2025-01-22,Preventive,John Martinez,Fan housing cleaning,Cleaning solution,2.3
CF-003,2025-01-23,Preventive,Maria Garcia,Motor bearing replacement,Bearings;Grease,3.6
CF-003,2025-01-31,Predictive,Carlos Rodriguez,Control system check,None,1.1
CF-003,2025-02-02,Preventive,Carlos Rodriguez,Control system check,None,0.8
CF-003,2025-02-17,Preventive,Carlos Rodriguez,Fan blade balancing,Balancing weights,2.1
CF-003,2025-02-21,Preventive,Emma Thompson,Vibration analysis,None,0.6
CF-003,2025-02-24,Preventive,Lisa Anderson,Belt replacement and tensioning,V-belt,1.2
CF-003,2025-03-05,Corrective,Carlos Rodriguez,Vibration analysis,None,0.5
CF-003,2025-03-12,Preventive,Michael O'Brien,Electrical connection inspection,None,0.8
CF-003,2025-03-15,Preventive,Lisa Anderson,Fan blade balancing,Balancing weights,1.8
CF-003,2025-03-23,Preventive,David Kim,Belt replacement and tensioning,V-belt,1.2
CF-003,2025-04-13,Corrective,Sarah Chen,Electrical connection inspection,None,1.1
CF-003,2025-04-15,Preventive,Maria Garcia,Motor bearing replacement,Bearings;Grease,3.7
CF-003,2025-04-25,Preventive,Priya Patel,Electrical connection inspection,None,1.2
CF-003,2025-05-05,Preventive,Carlos Rodriguez,Electrical connection inspection,None,1.1
CF-003,2025-05-09,Preventive,Emma Thompson,Control system check,None,0.9
CF-003,2025-05-21,Corrective,David Kim,Electrical connection inspection,None,1.0
CF-003,2025-05-30,Emergency,David Kim,Belt replacement and tensioning,V-belt,1.3
CF-003,2025-06-06,Preventive,Emma Thompson,Belt replacement and tensioning,V-belt,1.5
CF-003,2025-06-15,Predictive,James Wilson,Vibration analysis,None,0.5
CF-003,2025-06-20,Corrective,Lisa Anderson,Control system check,None,0.9
CF-003,2025-06-26,Preventive,John Martinez,Vibration analysis,None,0.5
CF-003,2025-07-03,Preventive,Maria Garcia,Control system check,None,1.1
CF-003,2025-07-06,Preventive,Sarah Chen,Belt replacement and tensioning,V-belt,1.2
CF-003,2025-07-07,Preventive,Carlos Rodriguez,Vibration analysis,None,0.4
CF-003,2025-07-08,Corrective,Maria Garcia,Electrical connection inspection,None,1.0
CF-003,2025-07-24,Preventive,David Kim,Vibration analysis,None,0.4
CF-003,2025-07-26,Preventive,Emma Thompson,Fan housing cleaning,Cleaning solution,2.0
CF-003,2025-07-27,Preventive,Maria Garcia,Fan housing cleaning,Cleaning solution,1.9
CF-003,2025-09-01,Corrective,David Kim,Fan blade balancing,Balancing weights,1.8
CF-003,2025-09-19,Corrective,Emma Thompson,Motor bearing replacement,Bearings;Grease,3.4
CF-003,2025-10-08,Preventive,John Martinez,Control system check,None,1.1
CF-003,2025-10-09,Predictive,Sarah Chen,Belt replacement and tensioning,V-belt,1.7
CF-003,2025-10-26,Preventive,Michael O'Brien,Electrical connection inspection,None,1.1
CF-003,2025-10-28,Corrective,Emma Thompson,Fan blade balancing,Balancing weights,2.6
CF-003,2025-11-01,Preventive,Lisa Anderson,Motor bearing replacement,Bearings;Grease,3.6
CF-003,2025-11-16,Preventive,David Kim,Motor bearing replacement,Bearings;Grease,4.9
CF-003,2025-11-17,Corrective,Emma Thompson,Fan housing cleaning,Cleaning solution,1.8
CF-003,2025-12-10,Corrective,David Kim,Fan housing cleaning,Cleaning solution,2.0
CF-003,2025-12-16,Preventive,Emma Thompson,Belt replacement and tensioning,V-belt,1.8
CF-003,2025-12-26,Preventive,Lisa Anderson,Electrical connection inspection,None,1.0
CF-003,2026-01-15,Preventive,Lisa Anderson,Control system check,None,1.0
CF-003,2026-02-03,Preventive,Emma Thompson,Belt replacement and tensioning,V-belt,1.5
CF-003,2026-02-03,Preventive,Emma Thompson,Electrical connection inspection,None,1.2
CF-003,2026-02-07,Preventive,Maria Garcia,Belt replacement and tensioning,V-belt,1.8
CF-003,2026-02-15,Preventive,Sarah Chen,Belt replacement and tensioning,V-belt,1.7
CF-003,2026-03-10,Predictive,John Martinez,Control system check,None,0.9
CF-003,2026-03-11,Preventive,Carlos Rodriguez,Motor bearing replacement,Bearings;Grease,4.9
CF-003,2026-03-27,Preventive,Maria Garcia,Electrical connection inspection,None,1.0
CF-003,2026-03-27,Corrective,Michael O'Brien,Belt replacement and tensioning,V-belt,1.5
CF-003,2026-03-27,Preventive,James Wilson,Electrical connection inspection,None,0.9
CF-003,2026-04-21,Preventive,Lisa Anderson,Electrical connection inspection,None,1.1
CF-003,2026-04-28,Preventive,Sarah Chen,Vibration analysis,None,0.6
CF-003,2026-04-28,Preventive,John Martinez,Fan housing cleaning,Cleaning solution,2.2
CF-003,2026-05-16,Preventive,Priya Patel,Vibration analysis,None,0.4
CF-003,2026-05-30,Preventive,Sarah Chen,Control system check,None,1.3
CF-003,2026-06-05,Preventive,Michael O'Brien,Electrical connection inspection,None,1.1
CF-003,2026-06-07,Preventive,Michael O'Brien,Electrical connection inspection,None,0.9
CF-003,2026-06-08,Corrective,James Wilson,Control system check,None,0.8
RM-005,2018-07-12,Scheduled,Maria Garcia,Cooling system maintenance,Coolant,2.6
RM-005,2018-07-16,Preventive,David Kim,Hydraulic oil change,Hydraulic oil;Filter,4.3
RM-005,2018-07-25,Predictive,Emma Thompson,Roll surface inspection,None,2.4
RM-005,2018-08-19,Preventive,Priya Patel,Hydraulic oil change,Hydraulic oil;Filter,3.5
RM-005,2018-09-01,Preventive,Sarah Chen,Roll surface inspection,None,2.1
RM-005,2018-09-12,Preventive,Maria Garcia,Hydraulic oil change,Hydraulic oil;Filter,3.5
RM-005,2018-09-19,Preventive,Sarah Chen,Bearing lubrication and inspection,Grease,3.7
RM-005,2018-09-24,Preventive,John Martinez,Cooling system maintenance,Coolant,2.3
RM-005,2018-09-29,Preventive,Carlos Rodriguez,Roll surface inspection,None,2.6
RM-005,2018-10-12,Preventive,James Wilson,Bearing lubrication and inspection,Grease,3.0
RM-005,2018-10-22,Preventive,Carlos Rodriguez,Drive motor inspection,None,1.7
RM-005,2018-10-26,Preventive,Priya Patel,Roll surface inspection,None,2.0
RM-005,2018-10-29,Preventive,Sarah Chen,Drive motor inspection,None,2.1
RM-005,2018-11-10,Corrective,Priya Patel,Roll alignment check,None,3.5
RM-005,2018-11-12,Preventive,Lisa Anderson,Lubrication pump maintenance,Pump seals,3.2
RM-005,2018-11-16,Corrective,Lisa Anderson,Roll surface inspection,None,1.9
RM-005,2019-01-04,Preventive,Priya Patel,Lubrication pump maintenance,Pump seals,3.8
RM-005,2019-01-05,Corrective,Michael O'Brien,Roll alignment check,None,3.9
RM-005,2019-01-12,Preventive,Emma Thompson,Cooling system maintenance,Coolant,2.2
RM-005,2019-01-28,Preventive,Lisa Anderson,Hydraulic oil change,Hydraulic oil;Filter,4.1
RM-005,2019-02-05,Preventive,Lisa Anderson,Lubrication pump maintenance,Pump seals,3.4
RM-005,2019-02-06,Corrective,James Wilson,Cooling system maintenance,Coolant,2.9
RM-005,2019-02-28,Preventive,John Martinez,Roll alignment check,None,3.9
RM-005,2019-03-07,Preventive,Priya Patel,Lubrication pump maintenance,Pump seals,2.6
RM-005,2019-03-21,Preventive,Maria Garcia,Roll surface inspection,None,1.8
RM-005,2019-04-03,Preventive,Michael O'Brien,Cooling system maintenance,Coolant,2.9
RM-005,2019-04-20,Preventive,James Wilson,Bearing lubrication and inspection,Grease,3.2
RM-005,2019-05-08,Preventive,John Martinez,Bearing lubrication and inspection,Grease,2.5
RM-005,2019-05-08,Corrective,John Martinez,Roll alignment check,None,4.3
RM-005,2019-05-17,Corrective,Maria Garcia,Roll surface inspection,None,2.1
RM-005,2019-05-22,Predictive,David Kim,Roll surface inspection,None,2.4
RM-005,2019-05-27,Corrective,David Kim,Roll alignment check,None,3.8
RM-005,2019-07-02,Preventive,Michael O'Brien,Roll surface inspection,None,1.8
RM-005,2019-08-05,Preventive,David Kim,Bearing lubrication and inspection,Grease,3.8
RM-005,2019-08-07,Preventive,Maria Garcia,Lubrication pump maintenance,Pump seals,3.3
RM-005,2019-08-09,Corrective,James Wilson,Bearing lubrication and inspection,Grease,3.8
RM-005,2019-08-18,Scheduled,Lisa Anderson,Bearing lubrication and inspection,Grease,3.0
RM-005,2019-08-27,Corrective,Priya Patel,Bearing lubrication and inspection,Grease,3.8
RM-005,2019-09-10,Corrective,James Wilson,Bearing lubrication and inspection,Grease,2.8
RM-005,2019-09-21,Preventive,Maria Garcia,Cooling system maintenance,Coolant,2.8
RM-005,2019-09-23,Preventive,Sarah Chen,Drive motor inspection,None,2.3
RM-005,2019-10-23,Preventive,James Wilson,Hydraulic oil change,Hydraulic oil;Filter,4.1
RM-005,2019-11-06,Preventive,James Wilson,Hydraulic oil change,Hydraulic oil;Filter,4.3
RM-005,2019-11-19,Corrective,John Martinez,Roll alignment check,None,4.3
RM-005,2019-11-20,Corrective,Carlos Rodriguez,Bearing lubrication and inspection,Grease,3.6
RM-005,2019-11-23,Preventive,John Martinez,Lubrication pump maintenance,Pump seals,2.7
RM-005,2019-12-05,Preventive,Carlos Rodriguez,Lubrication pump maintenance,Pump seals,3.9
RM-005,2019-12-15,Preventive,James Wilson,Bearing lubrication and inspection,Grease,2.7
RM-005,2020-01-07,Scheduled,Sarah Chen,Cooling system maintenance,Coolant,2.3
RM-005,2020-01-30,Preventive,Sarah Chen,Roll surface inspection,None,2.4
RM-005,2020-02-17,Preventive,Lisa Anderson,Drive motor inspection,None,1.9
RM-005,2020-03-03,Corrective,Sarah Chen,Bearing lubrication and inspection,Grease,3.0
RM-005,2020-03-11,Scheduled,David Kim,Lubrication pump maintenance,Pump seals,3.6
RM-005,2020-04-21,Preventive,John Martinez,Roll surface inspection,None,2.3
RM-005,2020-04-25,Emergency,Priya Patel,Roll surface inspection,None,1.8
RM-005,2020-05-08,Preventive,James Wilson,Lubrication pump maintenance,Pump seals,2.6
RM-005,2020-06-01,Corrective,Priya Patel,Cooling system maintenance,Coolant,2.4
RM-005,2020-06-08,Corrective,Michael O'Brien,Roll alignment check,None,4.7
RM-005,2020-06-11,Preventive,David Kim,Roll alignment check,None,4.5
RM-005,2020-06-14,Corrective,James Wilson,Bearing lubrication and inspection,Grease,2.9
RM-005,2020-06-19,Preventive,Emma Thompson,Cooling system maintenance,Coolant,2.8
RM-005,2020-07-04,Preventive,Sarah Chen,Roll surface inspection,None,2.4
RM-005,2020-07-13,Preventive,Priya Patel,Drive motor inspection,None,1.7
RM-005,2020-07-18,Predictive,David Kim,Cooling system maintenance,Coolant,2.8
RM-005,2020-07-27,Preventive,David Kim,Roll surface inspection,None,1.6
RM-005,2020-07-27,Preventive,John Martinez,Lubrication pump maintenance,Pump seals,2.5
RM-005,2020-08-01,Preventive,David Kim,Lubrication pump maintenance,Pump seals,2.9
RM-005,2020-08-05,Preventive,Michael O'Brien,Bearing lubrication and inspection,Grease,2.8
RM-005,2020-08-15,Corrective,Carlos Rodriguez,Roll alignment check,None,3.5
RM-005,2020-08-20,Scheduled,Maria Garcia,Lubrication pump maintenance,Pump seals,3.8
RM-005,2020-08-24,Preventive,David Kim,Drive motor inspection,None,1.6
RM-005,2020-09-14,Corrective,Sarah Chen,Cooling system maintenance,Coolant,2.1
RM-005,2020-10-07,Preventive,John Martinez,Lubrication pump maintenance,Pump seals,3.4
RM-005,2020-10-08,Preventive,Lisa Anderson,Roll alignment check,None,4.8
RM-005,2020-10-09,Corrective,Priya Patel,Roll alignment check,None,3.9
RM-005,2020-10-10,Preventive,Priya Patel,Hydraulic oil change,Hydraulic oil;Filter,4.6
RM-005,2020-10-18,Preventive,Emma Thompson,Cooling system maintenance,Coolant,2.4
RM-005,2020-10-28,Preventive,Emma Thompson,Drive motor inspection,None,2.2
RM-005,2020-11-04,Preventive,Maria Garcia,Cooling system maintenance,Coolant,2.6
RM-005,2020-11-04,Preventive,Michael O'Brien,Bearing lubrication and inspection,Grease,2.4
RM-005,2020-11-05,Scheduled,Lisa Anderson,Lubrication pump maintenance,Pump seals,3.7
RM-005,2020-11-09,Preventive,Lisa Anderson,Roll alignment check,None,3.3
RM-005,2020-11-16,Scheduled,James Wilson,Lubrication pump maintenance,Pump seals,3.7
RM-005,2020-12-24,Corrective,Carlos Rodriguez,Lubrication pump maintenance,Pump seals,3.8
RM-005,2020-12-27,Preventive,Sarah Chen,Hydraulic oil change,Hydraulic oil;Filter,4.7
RM-005,2021-01-08,Scheduled,Lisa Anderson,Roll alignment check,None,3.9
RM-005,2021-01-10,Preventive,Priya Patel,Roll surface inspection,None,2.4
RM-005,2021-01-12,Preventive,Priya Patel,Lubrication pump maintenance,Pump seals,3.6
RM-005,2021-01-14,Preventive,Emma Thompson,Cooling system maintenance,Coolant,2.9
RM-005,2021-01-27,Corrective,John Martinez,Hydraulic oil change,Hydraulic oil;Filter,5.2
RM-005,2021-02-28,Preventive,Lisa Anderson,Bearing lubrication and inspection,Grease,3.5
RM-005,2021-03-14,Preventive,John Martinez,Lubrication pump maintenance,Pump seals,3.4
RM-005,2021-03-17,Preventive,Lisa Anderson,Bearing lubrication and inspection,Grease,3.2
RM-005,2021-03-31,Corrective,David Kim,Roll alignment check,None,5.2
RM-005,2021-04-22,Preventive,Carlos Rodriguez,Roll surface inspection,None,2.4
RM-005,2021-05-18,Preventive,Emma Thompson,Roll surface inspection,None,2.6
RM-005,2021-06-05,Preventive,Carlos Rodriguez,Drive motor inspection,None,2.1
RM-005,2021-07-12,Preventive,Michael O'Brien,Bearing lubrication and inspection,Grease,3.7
RM-005,2021-07-31,Corrective,Lisa Anderson,Cooling system maintenance,Coolant,2.0
RM-005,2021-07-31,Preventive,Sarah Chen,Bearing lubrication and inspection,Grease,2.6
RM-005,2021-08-01,Corrective,Lisa Anderson,Bearing lubrication and inspection,Grease,3.4
RM-005,2021-08-01,Preventive,David Kim,Roll surface inspection,None,2.4
RM-005,2021-08-10,Preventive,David Kim,Hydraulic oil change,Hydraulic oil;Filter,4.2
RM-005,2021-08-16,Preventive,Emma Thompson,Cooling system maintenance,Coolant,2.0
RM-005,2021-08-24,Preventive,David Kim,Bearing lubrication and inspection,Grease,3.5
RM-005,2021-08-28,Preventive,John Martinez,Roll alignment check,None,5.0
RM-005,2021-08-29,Preventive,John Martinez,Roll surface inspection,None,2.4
RM-005,2021-09-04,Corrective,Carlos Rodriguez,Lubrication pump maintenance,Pump seals,2.5
RM-005,2021-09-15,Corrective,Sarah Chen,Roll alignment check,None,3.6
RM-005,2021-10-18,Preventive,Carlos Rodriguez,Roll surface inspection,None,1.7
RM-005,2021-11-18,Preventive,Sarah Chen,Roll alignment check,None,5.0
RM-005,2021-11-21,Preventive,Lisa Anderson,Roll surface inspection,None,2.0
RM-005,2021-12-03,Preventive,James Wilson,Hydraulic oil change,Hydraulic oil;Filter,3.3
RM-005,2021-12-10,Preventive,Sarah Chen,Roll surface inspection,None,2.0
RM-005,2021-12-15,Preventive,Michael O'Brien,Hydraulic oil change,Hydraulic oil;Filter,4.7
RM-005,2021-12-17,Preventive,Michael O'Brien,Hydraulic oil change,Hydraulic oil;Filter,3.9
RM-005,2021-12-21,Corrective,Priya Patel,Hydraulic oil change,Hydraulic oil;Filter,3.4
RM-005,2021-12-26,Corrective,Michael O'Brien,Lubrication pump maintenance,Pump seals,2.5
RM-005,2021-12-28,Corrective,James Wilson,Roll alignment check,None,4.6
RM-005,2022-01-23,Preventive,Lisa Anderson,Hydraulic oil change,Hydraulic oil;Filter,4.7
RM-005,2022-01-24,Emergency,Carlos Rodriguez,Cooling system maintenance,Coolant,2.7
RM-005,2022-02-11,Preventive,Maria Garcia,Bearing lubrication and inspection,Grease,3.8
RM-005,2022-02-21,Preventive,David Kim,Hydraulic oil change,Hydraulic oil;Filter,3.2
RM-005,2022-02-22,Preventive,Michael O'Brien,Cooling system maintenance,Coolant,3.2
RM-005,2022-02-25,Corrective,Maria Garcia,Hydraulic oil change,Hydraulic oil;Filter,4.4
RM-005,2022-03-06,Emergency,Carlos Rodriguez,Roll alignment check,None,4.0
RM-005,2022-03-14,Preventive,Sarah Chen,Hydraulic oil change,Hydraulic oil;Filter,4.6
RM-005,2022-03-18,Preventive,Sarah Chen,Hydraulic oil change,Hydraulic oil;Filter,3.9
RM-005,2022-03-21,Corrective,David Kim,Cooling system maintenance,Coolant,3.0
RM-005,2022-04-02,Corrective,Michael O'Brien,Drive motor inspection,None,2.1
RM-005,2022-06-03,Preventive,Michael O'Brien,Cooling system maintenance,Coolant,2.9
RM-005,2022-06-18,Corrective,Sarah Chen,Roll alignment check,None,5.0
RM-005,2022-06-20,Preventive,Lisa Anderson,Roll surface inspection,None,2.3
RM-005,2022-07-10,Preventive,James Wilson,Drive motor inspection,None,1.8
RM-005,2022-07-18,Emergency,David Kim,Bearing lubrication and inspection,Grease,3.1
RM-005,2022-07-24,Preventive,Sarah Chen,Drive motor inspection,None,1.7
RM-005,2022-07-25,Corrective,Sarah Chen,Hydraulic oil change,Hydraulic oil;Filter,3.3
RM-005,2022-08-09,Preventive,John Martinez,Hydraulic oil change,Hydraulic oil;Filter,4.8
RM-005,2022-08-15,Emergency,Carlos Rodriguez,Roll alignment check,None,5.2
RM-005,2022-08-28,Preventive,James Wilson,Bearing lubrication and inspection,Grease,3.3
RM-005,2022-10-15,Preventive,John Martinez,Hydraulic oil change,Hydraulic oil;Filter,3.4
RM-005,2022-11-21,Preventive,Sarah Chen,Cooling system maintenance,Coolant,3.0
RM-005,2022-11-23,Preventive,Carlos Rodriguez,Cooling system maintenance,Coolant,3.1
RM-005,2022-12-05,Emergency,Maria Garcia,Lubrication pump maintenance,Pump seals,2.9
RM-005,2022-12-08,Preventive,John Martinez,Hydraulic oil change,Hydraulic oil;Filter,3.7
RM-005,2022-12-20,Preventive,Michael O'Brien,Lubrication pump maintenance,Pump seals,3.1
RM-005,2022-12-20,Preventive,Priya Patel,Lubrication pump maintenance,Pump seals,2.9
RM-005,2022-12-30,Preventive,James Wilson,Lubrication pump maintenance,Pump seals,3.5
RM-005,2023-01-25,Scheduled,Carlos Rodriguez,Roll alignment check,None,4.8
RM-005,2023-01-28,Preventive,Sarah Chen,Roll alignment check,None,4.8
RM-005,2023-02-01,Preventive,James Wilson,Hydraulic oil change,Hydraulic oil;Filter,3.6
RM-005,2023-02-03,Preventive,James Wilson,Cooling system maintenance,Coolant,2.8
RM-005,2023-02-04,Preventive,Michael O'Brien,Lubrication pump maintenance,Pump seals,2.4
RM-005,2023-02-20,Corrective,Michael O'Brien,Roll surface inspection,None,1.6
RM-005,2023-03-12,Preventive,John Martinez,Drive motor inspection,None,1.9
RM-005,2023-03-18,Scheduled,Carlos Rodriguez,Bearing lubrication and inspection,Grease,2.4
RM-005,2023-03-30,Predictive,Emma Thompson,Bearing lubrication and inspection,Grease,2.7
RM-005,2023-04-13,Preventive,Emma Thompson,Lubrication pump maintenance,Pump seals,2.5
RM-005,2023-05-11,Corrective,James Wilson,Roll alignment check,None,3.6
RM-005,2023-05-18,Corrective,Sarah Chen,Lubrication pump maintenance,Pump seals,2.5
RM-005,2023-05-25,Corrective,Maria Garcia,Cooling system maintenance,Coolant,3.0
RM-005,2023-06-09,Preventive,Priya Patel,Cooling system maintenance,Coolant,2.3
RM-005,2023-06-12,Preventive,Sarah Chen,Cooling system maintenance,Coolant,2.3
RM-005,2023-06-15,Preventive,Carlos Rodriguez,Drive motor inspection,None,1.9
RM-005,2023-06-28,Corrective,Sarah Chen,Roll surface inspection,None,1.6
RM-005,2023-07-05,Corrective,James Wilson,Roll alignment check,None,3.3
RM-005,2023-07-10,Preventive,James Wilson,Roll alignment check,None,3.7
RM-005,2023-08-04,Preventive,David Kim,Bearing lubrication and inspection,Grease,3.5
RM-005,2023-08-14,Corrective,Maria Garcia,Roll alignment check,None,4.5
RM-005,2023-08-21,Corrective,Priya Patel,Cooling system maintenance,Coolant,2.8
RM-005,2023-08-30,Preventive,Emma Thompson,Drive motor inspection,None,2.2
RM-005,2023-09-07,Predictive,Michael O'Brien,Roll alignment check,None,3.4
RM-005,2023-09-12,Preventive,Sarah Chen,Lubrication pump maintenance,Pump seals,3.2
RM-005,2023-09-24,Preventive,Sarah Chen,Hydraulic oil change,Hydraulic oil;Filter,5.0
RM-005,2023-10-21,Corrective,David Kim,Roll alignment check,None,3.6
RM-005,2023-11-18,Preventive,Priya Patel,Roll surface inspection,None,2.4
RM-005,2023-12-22,Preventive,John Martinez,Lubrication pump maintenance,Pump seals,3.7
RM-005,2023-12-29,Preventive,John Martinez,Roll surface inspection,None,1.8
RM-005,2023-12-30,Scheduled,Maria Garcia,Roll surface inspection,None,2.6
RM-005,2024-01-02,Preventive,John Martinez,Bearing lubrication and inspection,Grease,3.4
RM-005,2024-01-03,Preventive,Maria Garcia,Cooling system maintenance,Coolant,2.4
RM-005,2024-01-29,Preventive,Maria Garcia,Drive motor inspection,None,2.4
RM-005,2024-02-13,Preventive,Emma Thompson,Bearing lubrication and inspection,Grease,3.1
RM-005,2024-02-28,Preventive,John Martinez,Cooling system maintenance,Coolant,3.1
RM-005,2024-03-15,Preventive,Michael O'Brien,Roll surface inspection,None,2.1
RM-005,2024-03-23,Preventive,Michael O'Brien,Roll alignment check,None,4.6
RM-005,2024-03-26,Preventive,Maria Garcia,Cooling system maintenance,Coolant,2.8
RM-005,2024-03-29,Preventive,Priya Patel,Drive motor inspection,None,2.6
RM-005,2024-04-20,Preventive,James Wilson,Roll surface inspection,None,2.5
RM-005,2024-04-20,Emergency,Maria Garcia,Bearing lubrication and inspection,Grease,3.7
RM-005,2024-05-16,Emergency,James Wilson,Cooling system maintenance,Coolant,2.5
RM-005,2024-06-22,Preventive,Maria Garcia,Cooling system maintenance,Coolant,3.1
RM-005,2024-06-23,Preventive,David Kim,Drive motor inspection,None,2.3
RM-005,2024-06-30,Preventive,David Kim,Hydraulic oil change,Hydraulic oil;Filter,5.0
RM-005,2024-07-07,Preventive,Lisa Anderson,Cooling system maintenance,Coolant,2.1
RM-005,2024-08-15,Preventive,James Wilson,Bearing lubrication and inspection,Grease,3.2
RM-005,2024-08-27,Preventive,Priya Patel,Bearing lubrication and inspection,Grease,3.1
RM-005,2024-10-15,Preventive,David Kim,Roll surface inspection,None,2.5
RM-005,2024-10-15,Corrective,Carlos Rodriguez,Bearing lubrication and inspection,Grease,2.9
RM-005,2024-11-19,Preventive,James Wilson,Roll surface inspection,None,2.2
RM-005,2024-12-09,Preventive,Carlos Rodriguez,Hydraulic oil change,Hydraulic oil;Filter,4.6
RM-005,2024-12-12,Preventive,Sarah Chen,Cooling system maintenance,Coolant,2.1
RM-005,2024-12-27,Preventive,Sarah Chen,Drive motor inspection,None,2.5
RM-005,2025-01-30,Corrective,John Martinez,Roll alignment check,None,4.1
RM-005,2025-02-03,Preventive,Sarah Chen,Roll alignment check,None,3.7
RM-005,2025-02-07,Preventive,David Kim,Hydraulic oil change,Hydraulic oil;Filter,3.2
RM-005,2025-03-04,Preventive,Lisa Anderson,Bearing lubrication and inspection,Grease,3.3
RM-005,2025-03-16,Preventive,David Kim,Lubrication pump maintenance,Pump seals,2.6
RM-005,2025-03-21,Preventive,James Wilson,Drive motor inspection,None,2.1
RM-005,2025-04-12,Preventive,Lisa Anderson,Drive motor inspection,None,1.9
RM-005,2025-04-12,Preventive,Michael O'Brien,Roll surface inspection,None,1.6
RM-005,2025-07-06,Preventive,Michael O'Brien,Lubrication pump maintenance,Pump seals,3.1
RM-005,2025-07-09,Preventive,Lisa Anderson,Roll alignment check,None,3.7
RM-005,2025-07-11,Preventive,Sarah Chen,Roll alignment check,None,4.4
RM-005,2025-07-13,Corrective,Priya Patel,Lubrication pump maintenance,Pump seals,3.7
RM-005,2025-07-20,Preventive,Sarah Chen,Lubrication pump maintenance,Pump seals,3.1
RM-005,2025-07-23,Preventive,John Martinez,Lubrication pump maintenance,Pump seals,3.7
RM-005,2025-07-24,Preventive,Emma Thompson,Roll alignment check,None,3.3
RM-005,2025-08-01,Preventive,Emma Thompson,Hydraulic oil change,Hydraulic oil;Filter,4.2
RM-005,2025-08-03,Preventive,David Kim,Lubrication pump maintenance,Pump seals,2.6
RM-005,2025-08-10,Corrective,Carlos Rodriguez,Bearing lubrication and inspection,Grease,2.9
RM-005,2025-08-10,Scheduled,Priya Patel,Hydraulic oil change,Hydraulic oil;Filter,4.9
RM-005,2025-08-14,Preventive,Priya Patel,Lubrication pump maintenance,Pump seals,2.5
RM-005,2025-08-22,Preventive,John Martinez,Cooling system maintenance,Coolant,3.0
RM-005,2025-08-27,Emergency,John Martinez,Roll surface inspection,None,2.0
RM-005,2025-08-29,Preventive,Lisa Anderson,Bearing lubrication and inspection,Grease,3.2
RM-005,2025-09-08,Corrective,John Martinez,Roll alignment check,None,4.9
RM-005,2025-09-20,Corrective,Michael O'Brien,Lubrication pump maintenance,Pump seals,3.7
RM-005,2025-09-29,Preventive,Lisa Anderson,Cooling system maintenance,Coolant,2.6
