equipment_id,timestamp,temperature_c,vibration_mm_s,pressure_bar,current_a,rpm
CM-007,2026-06-11 04:13:13,70.0,1.74,0.02,24.1,1463
CM-007,2026-06-11 05:13:13,65.2,1.59,0.0,24.1,1449
CM-007,2026-06-11 06:13:13,64.2,1.67,0.0,25.5,1469
CM-007,2026-06-11 07:13:13,66.2,1.88,0.0,23.8,1456
CM-007,2026-06-11 08:13:13,61.8,1.82,0.0,26.7,1441
CM-007,2026-06-11 09:13:13,67.8,1.66,0.05,22.4,1451
CM-007,2026-06-11 10:13:13,61.5,2.04,0.11,26.4,1460
CM-007,2026-06-11 11:13:13,66.9,1.89,0.1,25.3,1450
CM-007,2026-06-11 12:13:13,65.1,1.65,0.0,24.1,1466
CM-007,2026-06-11 13:13:13,65.9,1.86,0.16,24.1,1451
CM-007,2026-06-11 14:13:13,67.1,1.78,0.04,26.8,1455
CM-007,2026-06-11 15:13:13,67.1,1.59,0.05,24.4,1454
CM-007,2026-06-11 16:13:13,67.2,1.78,0.0,29.7,1452
CM-007,2026-06-11 17:13:13,64.5,1.84,0.05,27.3,1483
CM-007,2026-06-11 18:13:13,66.6,1.51,0.0,24.8,1466
CM-007,2026-06-11 19:13:13,66.6,1.91,0.46,28.4,1456
CM-007,2026-06-11 20:13:13,61.4,1.84,0.09,25.2,1473
CM-007,2026-06-11 21:13:13,61.5,1.75,0.19,26.2,1455
CM-007,2026-06-11 22:13:13,64.2,2.01,0.39,26.7,1451
CM-007,2026-06-11 23:13:13,67.1,1.98,0.0,25.4,1446
CM-007,2026-06-12 00:13:13,68.1,1.61,0.0,24.2,1432
CM-007,2026-06-12 01:13:13,66.0,2.0,0.21,25.7,1470
CM-007,2026-06-12 02:13:13,68.6,1.64,0.06,27.9,1458
CM-007,2026-06-12 03:13:13,63.3,1.81,0.07,26.3,1462
CM-007,2026-06-12 04:13:13,62.8,2.11,0.21,23.0,1460
CM-007,2026-06-12 05:13:13,64.3,1.74,0.0,26.0,1448
CM-007,2026-06-12 06:13:13,64.9,1.77,0.29,24.8,1472
CM-007,2026-06-12 07:13:13,65.6,1.73,0.0,25.4,1461
CM-007,2026-06-12 08:13:13,64.1,1.9,0.0,26.0,1435
CM-007,2026-06-12 09:13:13,65.2,1.94,0.0,25.4,1457
CM-007,2026-06-12 10:13:13,60.1,1.67,0.1,23.5,1454
CM-007,2026-06-12 11:13:13,67.5,1.84,0.0,22.7,1450
CM-007,2026-06-12 12:13:13,61.3,1.49,0.22,25.8,1459
CM-007,2026-06-12 13:13:13,65.1,1.91,0.0,25.7,1451
CM-007,2026-06-12 14:13:13,65.4,1.96,0.02,24.0,1454
CM-007,2026-06-12 15:13:13,63.8,1.68,0.22,22.9,1431
CM-007,2026-06-12 16:13:13,65.4,1.74,0.0,30.1,1470
CM-007,2026-06-12 17:13:13,65.9,1.97,0.11,23.3,1466
CM-007,2026-06-12 18:13:13,64.4,1.61,0.0,21.8,1472
CM-007,2026-06-12 19:13:13,66.3,1.67,0.02,26.8,1464
CM-007,2026-06-12 20:13:13,65.9,1.92,0.0,24.2,1466
CM-007,2026-06-12 21:13:13,65.6,1.74,0.16,23.5,1469
CM-007,2026-06-12 22:13:13,67.1,2.08,0.0,24.0,1445
CM-007,2026-06-12 23:13:13,67.1,1.65,0.0,25.4,1461
CM-007,2026-06-13 00:13:13,66.0,1.78,0.0,24.6,1466
CM-007,2026-06-13 01:13:13,62.7,1.72,0.03,27.7,1475
CM-007,2026-06-13 02:13:13,65.3,1.88,0.13,23.4,1466
CM-007,2026-06-13 03:13:13,64.7,1.62,0.0,25.2,1465
CM-007,2026-06-13 04:13:13,63.5,1.72,0.0,24.8,1479
CM-007,2026-06-13 05:13:13,63.5,2.04,0.0,23.4,1448
CM-007,2026-06-13 06:13:13,63.0,1.69,0.0,25.6,1455
CM-007,2026-06-13 07:13:13,62.4,1.63,0.26,24.0,1458
CM-007,2026-06-13 08:13:13,66.2,1.54,0.08,22.3,1461
CM-007,2026-06-13 09:13:13,63.4,1.76,0.0,26.0,1465
CM-007,2026-06-13 10:13:13,61.8,1.7,0.0,25.6,1483
CM-007,2026-06-13 11:13:13,67.7,1.82,0.0,25.9,1467
CM-007,2026-06-13 12:13:13,64.2,1.94,0.44,26.3,1473
CM-007,2026-06-13 13:13:13,63.2,1.64,0.0,27.1,1459
CM-007,2026-06-13 14:13:13,59.3,1.63,0.03,25.8,1459
CM-007,2026-06-13 15:13:13,63.8,1.87,0.18,24.1,1463
CM-007,2026-06-13 16:13:13,61.7,1.95,0.0,24.5,1464
CM-007,2026-06-13 17:13:13,66.7,1.87,0.0,23.0,1474
CM-007,2026-06-13 18:13:13,62.9,1.64,0.0,25.1,1460
CM-007,2026-06-13 19:13:13,63.8,1.71,0.0,24.6,1461
CM-007,2026-06-13 20:13:13,65.7,1.71,0.05,22.9,1473
CM-007,2026-06-13 21:13:13,65.8,1.83,0.26,22.4,1468
CM-007,2026-06-13 22:13:13,66.5,1.93,0.0,23.8,1466
CM-007,2026-06-13 23:13:13,64.3,1.76,0.05,24.6,1468
CM-007,2026-06-14 00:13:13,66.2,1.77,0.3,23.7,1477
CM-007,2026-06-14 01:13:13,65.4,1.63,0.0,24.1,1447
CM-007,2026-06-14 02:13:13,68.4,1.74,0.0,27.5,1450
CM-007,2026-06-14 03:13:13,66.9,1.75,0.0,26.2,1453
CM-007,2026-06-14 04:13:13,60.6,1.5,0.37,23.7,1452
CM-007,2026-06-14 05:13:13,62.2,1.85,0.0,24.6,1454
CM-007,2026-06-14 06:13:13,66.9,1.95,0.0,24.1,1448
CM-007,2026-06-14 07:13:13,64.5,1.8,0.11,23.0,1474
CM-007,2026-06-14 08:13:13,64.9,1.99,0.0,25.6,1456
CM-007,2026-06-14 09:13:13,66.6,2.01,0.0,24.7,1471
CM-007,2026-06-14 10:13:13,61.0,2.05,0.0,27.9,1452
CM-007,2026-06-14 11:13:13,63.2,1.56,0.12,24.4,1471
CM-007,2026-06-14 12:13:13,62.2,1.93,0.36,24.2,1464
CM-007,2026-06-14 13:13:13,66.4,1.48,0.03,26.1,1460
CM-007,2026-06-14 14:13:13,65.0,1.78,0.0,26.4,1468
CM-007,2026-06-14 15:13:13,65.9,1.7,0.0,25.4,1465
CM-007,2026-06-14 16:13:13,64.1,1.83,0.0,26.3,1452
CM-007,2026-06-14 17:13:13,66.2,1.81,0.0,25.9,1461
CM-007,2026-06-14 18:13:13,66.7,1.76,0.0,28.9,1454
CM-007,2026-06-14 19:13:13,65.0,1.96,0.02,23.9,1459
